,Cena,Približno,Neto cena,DDV,Bivalna površina,Število sob,Leto izgradnje,Vrsta ponudbe,Lokacija,Število nadstropij,Vrsta hiše (gradnja),Vrsta hiše,Neto površina,Površina parcele,Leto zadnje prenove,Opremljenost in stanje,Število parkirnih mest,Balkon / terasa / atrij,Zunanje površine in oprema,Vrsta cene,Oglas je objavljen,Do poteka še,Oglas je prikazan,Link,Šifra oglasa,Možnost menjave,Interna številka oglasa,Energetski razred
172,279.990 €,,,,"193,00 m²",4,2022,Prodam,"Podravska, Maribor, Tezno",Enonadstropna,"Zidana hiša (beton, opeka)",Dvojček,"145,00 m²","265,00 m²",,Delno opremljeno,,"Terasa, Loža, Atrij",Vrt/dvorišče,Skupna cena,03.09.2022. ob 06:36,Št. dni: 17 in 21 h,473 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-tezno-kvalitetna-energetsko-pasivna-oglas-9905211,9905211,,,A2 (10 - 15 kWh/m²a)
173,420.000 €,,,,,5,2008,Prodam,"Obalno-kraška, Koper, Sv. Anton",Dvonadstropna,,Samostojna,,,,,4,,Vrt/dvorišče,Skupna cena,03.09.2022. ob 00:14,do prodaje,239 -krat,https://www.bolha.com/nepremicnine/hisa-dvojcek-oglas-9904904,9904904,,490111023-114,C (35 - 60 kWh/m²a)
174,75.000 €,,,,,2,1983,Prodam,"Podravska, Kungota, Gradiška",,"Zidana hiša (beton, opeka)",Samostojna,"104,00 m²","372,00 m²",,Delno opremljeno,,Balkon,"Vrt/dvorišče, Lopa za shranjevanje",Skupna cena,02.09.2022. ob 17:47,Št. dni: 17 in 8 h,7395 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-gradiska-oglas-9307960,9307960,,,
175,98.000 €,,,,,,1967,Prodam,"Podravska, Ptuj, Ptuj",,,Samostojna,,"700,00 m²",,,,,,Skupna cena,02.09.2022. ob 13:09,Št. dni: 17 in 3 h,977 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-ptuj-oglas-9902787,9902787,Možna menjava za drugo nepremičnino,,
176,595.000 €,,,,"175,00 m²",,1819,Prodam,"Obalno-kraška, Koper, Koper",,,Dvojček,,"293,00 m²",1979,,,,,Skupna cena,02.09.2022. ob 10:59,do prodaje,196 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-koper-175.00-m2-oglas-9902093,9902093,,H290822A,
177,118.000 €,,,,"205,00 m²",,1950,Prodam,"Savinjska, Šmarje pri Jelšah, Šmarje pri Jelšah",,,Samostojna,"205,00 m²","1.046,00 m²",2002,,brez pripadajočega parkirišča,,,Skupna cena,02.09.2022. ob 00:18,do prodaje,302 -krat,https://www.bolha.com/nepremicnine/smarje-pri-jelsah-hisa-samostojna-prodaja-oglas-9900726,9900726,Menjava za drugo nepremičnino ni možna,101170-214,EI v izdelavi
178,118.000 €,,,,"205,00 m²",,1950,Prodam,"Savinjska, Šmarje pri Jelšah, Šmarje pri Jelšah",,,Kmetija,"205,00 m²","1.046,00 m²",2002,,brez pripadajočega parkirišča,,,Skupna cena,02.09.2022. ob 00:18,do prodaje,164 -krat,https://www.bolha.com/nepremicnine/smarje-pri-jelsah-hisa-kmetija-prodaja-oglas-9900724,9900724,Menjava za drugo nepremičnino ni možna,101170-215,EI v izdelavi
179,310.000 €,,,,,5,1892,Prodam,"Osrednjeslovenska, Medvode, Medvode",,,Samostojna,,,,,,,,Skupna cena,02.09.2022. ob 00:14,do prodaje,221 -krat,https://www.bolha.com/nepremicnine/medno-dvojcek-parcelo-oglas-9900713,9900713,,490191109-26,D (60 - 105 kWh/m²a)
180,380.000 €,,,,,5,2007,Prodam,"Obalno-kraška, Koper, Koper",,,Dvojček,,,,,2,,Vrt/dvorišče,Skupna cena,02.09.2022. ob 00:13,do prodaje,274 -krat,https://www.bolha.com/nepremicnine/bosamarin-hisa-dvojcek-120.5m2-zemljisce-228m2-oglas-9900712,9900712,,490111025-28,
181,Po dogovoru,,,,"80,00 m²",4,1950,Prodam,"Podravska, Miklavž na Dravskem polju, Miklavž na Dravskem polju",Enonadstropna,"Zidana hiša (beton, opeka)",Samostojna,"80,00 m²","562,00 m²",1986,Potrebno obnove,,Balkon,"Vrt/dvorišče, Lopa za shranjevanje",Skupna cena,01.09.2022. ob 16:49,Št. dni: 16 in 7 h,1088 -krat,https://www.bolha.com/nepremicnine/nad-gramoznico-10-miklavz-dravskem-polju-zemljisce-562-m2-oglas-9899259,9899259,,,F (150 - 210 kWh/m²a)
182,290.000 €,,,,"230,30 m²",6,2010,Prodam,"Podravska, Maribor okolica, Počehova",,,Samostojna,"279,80 m²","801,00 m²",2021,Delno opremljeno,brez pripadajočega parkirišča,Terasa,,Skupna cena,01.09.2022. ob 15:01,do prodaje,373 -krat,https://www.bolha.com/nepremicnine/maribor-pocehova-hisa-samostojna-prodaja-oglas-9898858,9898858,Menjava za drugo nepremičnino ni možna,100104-572,
183,280.000 €,,,,"142,00 m²",4,2020,Prodam,"Podravska, Rače, Požeg",,"Zidana hiša (beton, opeka)",Dvojček,"142,00 m²","362,00 m²",,,,,,Skupna cena,01.09.2022. ob 15:00,do prodaje,391 -krat,https://www.bolha.com/nepremicnine/prodaja-hisa-dvojcek-podravska-race-fram-pozeg-oglas-9898840,9898840,,PH00423UL,
184,69.990 €,,,,"350,00 m²",10+,1920,Prodam,"Podravska, Maribor, Za Kalvarijo",Visokopritlična,"Zidana hiša (beton, opeka)",Samostojna,"390,00 m²","1.000,00 m²",,,,,"Vrt/dvorišče, Lopa za shranjevanje",Skupna cena,01.09.2022. ob 14:08,Št. dni: 16 in 4 h,903 -krat,https://www.bolha.com/nepremicnine/hisa-samostojna-2-km-centra-mb-zemlj-1000-m2-potrebna-prenove-oglas-9898605,9898605,,,Ni možno izdati
185,"999,60 €",,,,"350,00 m²",6,1985,Prodam,"Podravska, Maribor, Limbuš",Dvonadstropna,"Zidana hiša (beton, opeka)",Samostojna,,"700,00 m²",2005,Delno opremljeno,7+,"Balkon, Zaprt balkon, Terasa","Vrt/dvorišče, Vrtna uta, Žar",Cena na m²,01.09.2022. ob 12:01,Št. dni: 16 in 2 h,15276 -krat,https://www.bolha.com/nepremicnine/vrhunska-samostojna-hisa-odlicna-lokacija-limbus-350-800-m2-pr-oglas-1431837,1431837,,,EI v izdelavi
186,Po dogovoru,,,,"200,00 m²",,1918,Prodam,"Obalno-kraška, Koper, Pomjan",Dvonadstropna,Kamnita hiša,Ostalo,"200,00 m²","500,00 m²",2004,,,,Vrt/dvorišče,Cena na m²,01.09.2022. ob 11:49,Št. dni: 16 in 2 h,1821 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-pomjan-200.00-m2-oglas-9391961,9391961,,,
187,40.000 €,,,,"34,80 m²",1,1996,Prodam,"Pomurska, Ljutomer, Drakovci",Pritlična,"Zidana hiša (beton, opeka)",Samostojna,"34,80 m²","2.305,00 m²",2004,Delno opremljeno,,"Terasa, Atrij",Vrt/dvorišče,Skupna cena,01.09.2022. ob 11:07,do prodaje,880 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-drakovci-34.00-m2-oglas-9897794,9897794,,P63-2022,F (150 - 210 kWh/m²a)
188,190.000 €,,,,"82,00 m²",,1980,Prodam,"Obalno-kraška, Izola, Korte",Dvonadstropna,"Zidana hiša (beton, opeka)",Vrstna,,"82,00 m²",2021,Popolnoma opremljeno,,,Vrt/dvorišče,Skupna cena,01.09.2022. ob 10:57,Št. dni: 16 in 1 h,2840 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-korte-82.00-m2-oglas-8973663,8973663,Menjava za drugo nepremičnino ni možna,,
189,139.900 €,,,,"130,00 m²",4,1974,Prodam,"Savinjska, Polzela, Polzela",Enonadstropna,"Zidana hiša (beton, opeka)",Samostojna,,"410,00 m²",,Neopremljeno,,"Balkon, Terasa","Vrt/dvorišče, Zimski vrt",Skupna cena,01.09.2022. ob 10:00,do prodaje,838 -krat,https://www.bolha.com/nepremicnine/polzela-center-130.00-m2-oglas-9897464,9897464,,BB295,F (150 - 210 kWh/m²a)
190,170.000 €,,,,,,1938,Prodam,"Podravska, Miklavž na Dravskem polju, Dobrovce",,,,"200,00 m²","1.927,00 m²",2003,,,,,Skupna cena,01.09.2022. ob 08:47,Št. dni: 15 in 23 h,576 -krat,https://www.bolha.com/nepremicnine/dve-hisi-stavbnim-zemljiscem-1.927-m2-maribor-okolica-oglas-9896983,9896983,,,
191,168.000 €,,,,,5,1975,Prodam,"Podravska, Hoče, Hotinja vas",,,Samostojna,,,,,,,Vrt/dvorišče,Skupna cena,01.09.2022. ob 04:04,do prodaje,722 -krat,https://www.bolha.com/nepremicnine/samostojna-hisa-v-naselju-druzinskih-his-oglas-9895981,9895981,,490271003-336,
192,150.000 €,,,,"80,00 m²",3,,Prodam,"Jugovzhodna Slovenija, Ribnica, Ortnek",Pritlična,"Zidana hiša (beton, opeka)",Samostojna,"140,00 m²","1.680,00 m²",2010,Popolnoma opremljeno,,"Balkon, Terasa","Vrt/dvorišče, Lopa za shranjevanje, Vrtna uta",Skupna cena,31.08.2022. ob 21:29,Št. dni: 15 in 11 h,5333 -krat,https://www.bolha.com/nepremicnine/hisa-osrednjeslovenska-velike-lasce-velike-poljane-samostojna-oglas-1430347,1430347,,,
193,315.000 €,,,,"340,00 m²",,2022,Prodam,"Goriška, Idrija, Črni Vrh nad Idrijo",Dvonadstropna,"Zidana hiša (beton, opeka)",Samostojna,,"612,00 m²",,Popolnoma opremljeno,,,Vrt/dvorišče,Skupna cena,31.08.2022. ob 19:10,Št. dni: 15 in 9 h,325 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-kanji-dol-9-crni-vrh-nad-idrijo-340.00-m2-oglas-9895099,9895099,,,
194,164.500 €,,,,,3,1990,Prodam,"Savinjska, Polzela, Ločica ob Savinji",Dvonadstropna,"Zidana hiša (beton, opeka)",Samostojna,"160,00 m²","725,00 m²",,,,,,Skupna cena,31.08.2022. ob 17:35,do prodaje,654 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-locica-ob-savinji-oglas-9894668,9894668,,202226,
195,160.000 €,,,,"146,00 m²",5,2005,Prodam,"Podravska, Maribor okolica, Ruperče",,"Zidana hiša (beton, opeka)",Samostojna,"146,00 m²","5.320,00 m²",,,3,,,Skupna cena,31.08.2022. ob 15:12,do prodaje,418 -krat,https://www.bolha.com/nepremicnine/prodaja-hisa-samostojna-podravska-maribor-okolica-ruperce-oglas-9894024,9894024,,PH22901266859301NM,
196,647.000 €,,,,"340,00 m²",5,1861,Prodam,"Obalno-kraška, Piran, Nova vas nad Dragonjo",,"Zidana hiša (beton, opeka)",,"340,00 m²","1.438,00 m²",2006,Delno opremljeno,brez pripadajočega parkirišča,,,Skupna cena,31.08.2022. ob 15:12,do prodaje,232 -krat,https://www.bolha.com/nepremicnine/prodaja-hisa-vrstna-juzna-primorska-piran-pirano-vas-nad-dragon-oglas-9894020,9894020,,PH22901266859299PB,
197,185.000 €,,,,"212,00 m²",,1972,Prodam,"Podravska, Slovenska Bistrica, Slovenska Bistrica",,"Zidana hiša (beton, opeka)",Samostojna,"212,00 m²","1.000,00 m²",,,brez pripadajočega parkirišča,,,Skupna cena,31.08.2022. ob 15:11,do prodaje,504 -krat,https://www.bolha.com/nepremicnine/prodaja-hisa-samostojna-podravska-slovenska-bistrica-slovenska-bistr-oglas-9894008,9894008,,PH38622270PV,
198,450.000 €,,,,"108,00 m²",,1968,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Vič - Dolgi most",,"Zidana hiša (beton, opeka)",Dvojček,"108,00 m²","237,00 m²",1999,,,,,Skupna cena,31.08.2022. ob 15:10,do prodaje,110 -krat,https://www.bolha.com/nepremicnine/prodaja-hisa-dvojcek-ljubljana-vic-rudnik-vic-oglas-9894002,9894002,,KODA: P1286VR,
199,194.000 €,,,,"64,90 m²",,1970,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Zalog",Enonadstropna,,Vrstna,,"129,00 m²",,,,,,Skupna cena,31.08.2022. ob 13:37,do prodaje,195 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-zalog-64.00-m2-oglas-9893593,9893593,,,E (105 - 150 kWh/m²a)
200,149.000 €,,,,"800,00 m²",,1989,Prodam,"Savinjska, Šmarje pri Jelšah, Šmarje pri Jelšah",Večnadstropna,"Zidana hiša (beton, opeka)",Samostojna,,,,Delno opremljeno,,Balkon,Vrt/dvorišče,Skupna cena,31.08.2022. ob 13:08,Št. dni: 15 in 3 h,190 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-smarje-pri-jelsah-800.00-m2-oglas-9893431,9893431,,,
201,166.500 €,,,,"180,00 m²",1,1998,Prodam,"Podravska, Slovenska Bistrica, Pragersko",Dvonadstropna,,Samostojna,,"303,00 m²",2015,,,Balkon,,Skupna cena,31.08.2022. ob 11:37,Št. dni: 15 in 2 h,14166 -krat,https://www.bolha.com/nepremicnine/hisa-podravska-pragersko-gaj-pri-pragerskem-samostojna-180-m2-oglas-1426807,1426807,,,
202,69.000 €,,,,,,2006,Prodam,"Podravska, Poljčane, Poljčane",,,,"48,00 m²","21.829,00 m²",,,,,,Skupna cena,31.08.2022. ob 11:26,do prodaje,1373 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-poljcane-ljubicno-oglas-9892961,9892961,,P-041-22,
203,189.000 €,,,,"179,00 m²",,1967,Prodam,"Savinjska, Žalec, Migojnice",Dvonadstropna,"Zidana hiša (beton, opeka)",Dvojček,,"1.548,00 m²",,,,,,Skupna cena,31.08.2022. ob 10:59,do prodaje,605 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-migojnice-179.00-m2-oglas-9892793,9892793,,202214,G (210+ kWh/m²a)
204,250.000 €,,,,"111,12 m²",5,2022,Prodam,"Podravska, Rače, Podova",Enonadstropna,"Zidana hiša (beton, opeka)",Samostojna,,"360,00 m²",,Neopremljeno,2,"Terasa, Atrij",Vrt/dvorišče,Skupna cena,31.08.2022. ob 10:45,do prodaje,317 -krat,https://www.bolha.com/nepremicnine/race-podova-9-novih-his-1-samostojno-in-8-enot-dvojckov-prodamo-oglas-9892725,9892725,Menjava za drugo nepremičnino ni možna,230,Ni možno izdati
205,125.000 €,,,,"70,00 m²",2,1988,Prodam,"Savinjska, Celje, Slatina v Rožni Dolini",Dvonadstropna,"Zidana hiša (beton, opeka)",Samostojna,"118,00 m²","495,00 m²",2020,Popolnoma opremljeno,,Balkon,"Vrt/dvorišče, Lopa za shranjevanje, Vrtna uta",Skupna cena,31.08.2022. ob 10:32,Št. dni: 24 in 6 h,5111 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-sentjungert-105.00-m2-oglas-9527027,9527027,,,
206,290.000 €,,,,"317,00 m²",,2006,Prodam,"Jugovzhodna Slovenija, Sodražica, Sodražica",,,Samostojna,,,,,,,,Skupna cena,31.08.2022. ob 10:15,do prodaje,250 -krat,https://www.bolha.com/nepremicnine/samostojna-hisa-sodrazica-317.00-m2-oglas-9892577,9892577,,HP2339,
207,455.000 €,,,,"89,00 m²",,1927,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Brdo",Enonadstropna,"Zidana hiša (beton, opeka)",Samostojna,,"517,00 m²",,,,,,Skupna cena,31.08.2022. ob 08:53,Št. dni: 14 in 23 h,1627 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-brdo-oglas-8149588,8149588,,,
208,345.000 €,,,,,4,1959,Prodam,"Gorenjska, Kranj, Primskovo",Visokopritlična,"Zidana hiša (beton, opeka)",Samostojna,"187,00 m²","1.098,00 m²",2021,,3,"Balkon, Terasa, Loža",Vrt/dvorišče,Skupna cena,31.08.2022. ob 07:43,Št. dni: 14 in 22 h,461 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-primskovo-oglas-9762717,9762717,,,E (105 - 150 kWh/m²a)
209,88.000 €,,,,"60,00 m²",2,1980,Prodam,"Savinjska, Rogaška Slatina, Tržišče",Dvonadstropna,"Zidana hiša (beton, opeka)",Samostojna,"120,00 m²","800,00 m²",2021,Delno opremljeno,,"Balkon, Terasa",,Skupna cena,31.08.2022. ob 07:13,Št. dni: 14 in 21 h,551 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-trzisce-60.00-m2-oglas-9891979,9891979,Menjava za drugo nepremičnino ni možna,,Merjena EI
210,117.700 €,,,,,5,1972,Prodam,"Obalno-kraška, Sežana, Griže",Dvonadstropna,,Samostojna,,,,,3,,Vrt/dvorišče,Skupna cena,31.08.2022. ob 00:16,do prodaje,457 -krat,https://www.bolha.com/nepremicnine/zalec-grize-zabukovica-2-stanovanjska-hisa-oglas-9891169,9891169,,490281022-207,
211,270.000 €,,,,,3,1990,Prodam,"Osrednjeslovenska, Ivančna Gorica, Višnja Gora",,,Samostojna,,,,,,,Vrt/dvorišče,Skupna cena,31.08.2022. ob 00:16,do prodaje,445 -krat,https://www.bolha.com/nepremicnine/stanovanjska-hisa-ali-bivalni-vikend-kriska-vas-oglas-9891168,9891168,,490191054-159,E (105 - 150 kWh/m²a)
212,12.750 €,,,,"65,00 m²",4,1990,Prodam,"Savinjska, Slovenske Konjice, Klokočovnik",Večnadstropna,"Zidana hiša (beton, opeka)",Samostojna,"95,00 m²","2.800,00 m²",,Nedokončana gradnja,,,,Skupna cena,30.08.2022. ob 22:45,Št. dni: 14 in 13 h,10511 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-klokocovnik-dvonadstropna-120.00-m2-oglas-3857195,3857195,Menjava za drugo nepremičnino ni možna,,Ni možno izdati
213,199.000 €,,,,"256,00 m²",6,2005,Prodam,"Podravska, Hajdina, Slovenja vas",Visokopritlična,"Zidana hiša (beton, opeka)",Samostojna,"300,00 m²","700,00 m²",2017,,,"Balkon, Terasa, Loža","Vrt/dvorišče, Lopa za shranjevanje",Skupna cena,30.08.2022. ob 21:30,Št. dni: 14 in 11 h,2072 -krat,https://www.bolha.com/nepremicnine/posebna-priloznost-nov-dom-samo-199.000-300-kvadratnih-metrov-oglas-9763002,9763002,Možna menjava za drugo nepremičnino,,
214,38.000 €,,,,"30,00 m²",1,1990,Prodam,"Savinjska, Šentjur, Dramlje",,,Samostojna,,"1.200,00 m²",,,,Balkon,,Skupna cena,30.08.2022. ob 21:00,Št. dni: 14 in 11 h,26618 -krat,https://www.bolha.com/nepremicnine/hisa-savinjska-dramlje-dramlje-samostojna-30-m2-prodam-oglas-1438439,1438439,,,EI ni potrebna (334. člen EZ-1)
215,Po dogovoru,,,,,5,1973,Prodam,"Podravska, Šentilj v Slovenskih goricah, Zgornja Velka",,"Zidana hiša (beton, opeka)",Samostojna,,,,Popolnoma opremljeno,,Balkon,"Vrt/dvorišče, Lopa za shranjevanje, Vrtna uta",Skupna cena,30.08.2022. ob 18:45,Št. dni: 14 in 9 h,645 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-zgornja-velka-91-a-oglas-9890099,9890099,,,
216,360.000 €,,,,"280,00 m²",,2000,Prodam,"Savinjska, Šentjur, Proseniško",,"Zidana hiša (beton, opeka)",,"400,00 m²",,2010,Popolnoma opremljeno,,"Balkon, Terasa",,Skupna cena,30.08.2022. ob 18:20,Št. dni: 8 in 11 h,9593 -krat,https://www.bolha.com/nepremicnine/hisa-samostojna-prosenisko-sentjur-400-m2-povrsine-7500m2-parcela-oglas-3976449,3976449,,,
217,334.000 €,,,,"130,00 m²",6,1939,Prodam,"Osrednjeslovenska, Medvode, Medvode",,,Samostojna,,"5.494,00 m²",,,,,,Skupna cena,30.08.2022. ob 15:36,do prodaje,246 -krat,https://www.bolha.com/nepremicnine/medvode-130.00-m2-oglas-9889191,9889191,,G220,
218,280.000 €,,,,"168,00 m²",,1963,Prodam,"Savinjska, Celje, Celje",,"Zidana hiša (beton, opeka)",Dvojček,"168,00 m²","462,00 m²",2005,,,,,Skupna cena,30.08.2022. ob 15:12,do prodaje,286 -krat,https://www.bolha.com/nepremicnine/prodaja-hisa-dvojcek-savinjska-celje-celje-oglas-9889077,9889077,,PH01627AP,
219,320.000 €,,,,"114,00 m²",4,1998,Prodam,"Osrednjeslovenska, Dol pri Ljubljani, Dolsko",,,Dvojček,"140,00 m²","376,00 m²",,,brez pripadajočega parkirišča,,,Skupna cena,30.08.2022. ob 15:11,do prodaje,158 -krat,https://www.bolha.com/nepremicnine/dol-pri-ljubljani-dolsko-hisa-dvojcek-prodaja-oglas-9889064,9889064,Menjava za drugo nepremičnino ni možna,101170-213,EI v izdelavi
220,189.900 €,,,,,,2020,Prodam,"Podravska, Kungota, Zgornja Kungota",,,Dvojček,"138,00 m²","398,00 m²",,,2,"Balkon, Atrij",,Skupna cena,30.08.2022. ob 14:49,do prodaje,7646 -krat,https://www.bolha.com/nepremicnine/kungota-zgornja-kungota-hisa-dvojcek-prodaja-oglas-7308182,7308182,Menjava za drugo nepremičnino ni možna,100103-190,
221,320.000 €,,,,"133,00 m²",5,2022,Prodam,"Podravska, Maribor okolica, Razvanje",,,Samostojna,"133,00 m²","500,00 m²",,,brez pripadajočega parkirišča,Atrij,Vrt/dvorišče,Skupna cena,30.08.2022. ob 14:46,do prodaje,2729 -krat,https://www.bolha.com/nepremicnine/maribor-razvanje-hisa-samostojna-prodaja-oglas-9523775,9523775,Menjava za drugo nepremičnino ni možna,100103-206,
222,219.000 €,,,,"120,00 m²",,,Prodam,"Podravska, Lenart v Slovenskih goricah, Voličina",,"Zidana hiša (beton, opeka)",Atrijska,"140,90 m²","657,00 m²",,Neopremljeno,brez pripadajočega parkirišča,"Terasa, Atrij",Vrt/dvorišče,Skupna cena,30.08.2022. ob 14:45,do prodaje,5419 -krat,https://www.bolha.com/nepremicnine/lenart-spodnja-volicina-hisa-atrijska-prodaja-oglas-9556311,9556311,Menjava za drugo nepremičnino ni možna,100195-174,
223,169.900 €,,,,"80,00 m²",,2003,Prodam,"Podravska, Makole, Stari Grad",,"Zidana hiša (beton, opeka)",Samostojna,"215,00 m²","39.992,00 m²",,Delno opremljeno,,Terasa,Vrt/dvorišče,Skupna cena,30.08.2022. ob 14:36,do prodaje,722 -krat,https://www.bolha.com/nepremicnine/samostojna-hisa-cudovitim-razgledom-podravska-makole-oglas-9888903,9888903,,14-02787,B1 (15 - 25 kWh/m²a)
224,100 €,,,,"42,00 m²",3,,Prodam,"Posavska, Brežice, Čatež ob Savi",Pritlična,Lesena hiša,Samostojna,,,,Popolnoma opremljeno,,,,Skupna cena,30.08.2022. ob 07:51,Št. dni: 13 in 22 h,1050 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-catez-ob-savi-pritlicna-42-m2-oglas-9470237,9470237,Možna menjava za drugo nepremičnino,,
225,85.000 €,,,,"180,00 m²",4,1980,Prodam,"Podravska, Slovenska Bistrica, Slovenska Bistrica",Enonadstropna,"Zidana hiša (beton, opeka)",Samostojna,"180,00 m²","860,00 m²",2010,,,,,Skupna cena,30.08.2022. ob 07:48,Št. dni: 13 in 22 h,4176 -krat,https://www.bolha.com/nepremicnine/hisa-slovenska-bistrica-180.00-m2-oglas-9622340,9622340,Možna menjava za drugo nepremičnino,,
226,160.000 €,,,,,,1985,Prodam,"Savinjska, Vitanje, Stenica",,,,,,,,,,,Skupna cena,29.08.2022. ob 23:07,Št. dni: 13 in 13 h,529 -krat,https://www.bolha.com/nepremicnine/stanjhof-18-vitanje-oglas-9885975,9885975,,,
227,299.000 €,,,,"339,60 m²",7,1992,Prodam,"Pomurska, Murska Sobota, Markišavci",,,Samostojna,"339,60 m²","1.368,00 m²",,,7+,Terasa,Vrt/dvorišče,Skupna cena,29.08.2022. ob 15:11,do prodaje,526 -krat,https://www.bolha.com/nepremicnine/murska-sobota-markisavci-hisa-samostojna-prodaja-oglas-9883958,9883958,Menjava za drugo nepremičnino ni možna,100108-577,E (105 - 150 kWh/m²a)
228,239.500 €,,,,"217,26 m²",5,1972,Prodam,"Podravska, Maribor, Melje",,,Samostojna,"263,07 m²","499,00 m²",,Popolnoma opremljeno,brez pripadajočega parkirišča,"Balkon, Terasa",Vrt/dvorišče,Skupna cena,29.08.2022. ob 15:11,do prodaje,762 -krat,https://www.bolha.com/nepremicnine/maribor-melje-hisa-samostojna-prodaja-oglas-9883956,9883956,Menjava za drugo nepremičnino ni možna,100195-175,
229,230.000 €,,,,"189,00 m²",10+,1980,Prodam,"Goriška, Renče, Vogrsko",,,Ostalo,"189,00 m²","797,00 m²",,,,,,Skupna cena,29.08.2022. ob 15:11,do prodaje,573 -krat,https://www.bolha.com/nepremicnine/hisa-vogrsko-230.000.00-oglas-9883951,9883951,,4786-H-2022,F (150 - 210 kWh/m²a)
230,379.000 €,,,,"165,00 m²",,2003,Prodam,"Posavska, Krško, Sremič",,,Samostojna,"235,30 m²","9.581,00 m²",,Popolnoma opremljeno,brez pripadajočega parkirišča,"Zaprt balkon, Terasa",Vrt/dvorišče,Skupna cena,29.08.2022. ob 15:11,do prodaje,189 -krat,https://www.bolha.com/nepremicnine/krsko-sremic-hisa-samostojna-prodaja-oglas-9883950,9883950,Menjava za drugo nepremičnino ni možna,109208-73,C (35 - 60 kWh/m²a)
231,20.000 €,,,,"150,00 m²",4,,Prodam,"Goriška, Kanal ob Soči, Ukanje",Dvonadstropna,Kamnita hiša,Dvojček,"150,00 m²","168,00 m²",,Neopremljeno,,Balkon,,Skupna cena,29.08.2022. ob 12:45,Št. dni: 13 in 3 h,1650 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-ukanje-dvonadstropna-150-m2-oglas-9615859,9615859,Možna menjava za drugo nepremičnino,,
232,Po dogovoru,,,,,,2005,Prodam,"Posavska, Sevnica, Ledina",,,Samostojna,,,,Nedokončana gradnja,,"Balkon, Terasa",Vrt/dvorišče,Skupna cena,29.08.2022. ob 12:02,Št. dni: 13 in 2 h,263 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-ledina-oglas-9883010,9883010,,,
233,Po dogovoru,,,,"206,70 m²",6,2000,Prodam,"Osrednjeslovenska, Logatec, Logatec",Visokopritlična,,Samostojna,,"607,00 m²",,,,"Balkon, Terasa",,Skupna cena,29.08.2022. ob 11:27,Št. dni: 13 in 1 h,6566 -krat,https://www.bolha.com/nepremicnine/hisa-osrednjeslovenska-logatec-martinj-hrib-samostojna-206.70-oglas-1430951,1430951,Možna menjava za drugo nepremičnino,,
234,445.000 €,,,,"145,00 m²",4,1840,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",,,Samostojna,,,1995,,,,,Skupna cena,29.08.2022. ob 10:43,do prodaje,130 -krat,https://www.bolha.com/nepremicnine/ljubljana-center-vidovdanska-145.00-m2-oglas-9882636,9882636,,M67,E (105 - 150 kWh/m²a)
235,239.900 €,,,,,4,1997,Prodam,"Savinjska, Žalec, Grče",Dvonadstropna,,Samostojna,"177,00 m²","2.297,00 m²",2010,Popolnoma opremljeno,,"Balkon, Zaprt balkon","Vrt/dvorišče, Lopa za shranjevanje",Skupna cena,29.08.2022. ob 10:33,do prodaje,366 -krat,https://www.bolha.com/nepremicnine/sempeter-v-sav-dolini-grce-oglas-9882584,9882584,,BB295,E (105 - 150 kWh/m²a)
236,15.000 €,,,,,,,Prodam,"Podravska, Cirkulane, Gradišča",,Lesena hiša,Kmetija,,,,Delno opremljeno,,,Lopa za shranjevanje,Skupna cena,29.08.2022. ob 08:41,Št. dni: 12 in 23 h,897 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-gradisca-oglas-9882124,9882124,,,
237,Po dogovoru,,,,,,,Prodam,"Posavska, Krško, Mali Trn",,"Zidana hiša (beton, opeka)",Samostojna,,"417,00 m²",,Potrebno obnove,,,,Skupna cena,29.08.2022. ob 07:28,Št. dni: 12 in 21 h,3286 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-mali-trn-oglas-6889122,6889122,,,
